FBgn0000008	Q9W283
FBgn0032728	Q9VJ29
FBgn0032729	Q9VJ28
FBgn0032730	Q9VJ27
FBgn0032731	Q9VJ26
FBgn0032732	Q9VJ25
FBgn0032733	Q9VJ24
FBgn0032734	Q9VJ23
FBgn0032740	Q9VJ17
FBgn0032741	Q9VJ16
FBgn0032744	Q8SYD0
FBgn0032746	Q9VJ11
FBgn0032748	Q9VJ08
FBgn0032749	Q9VJ07
FBgn0032750	Q9VJ06
FBgn0032751	Q9I7M5
FBgn0032752	Q9VJ04
FBgn0032753	Q8SXE1
FBgn0032754	Q9VJ03
FBgn0032755	Q9VJ01
FBgn0032763	Q9VIY9
FBgn0032768	Q9VIY3
FBgn0032769	Q9VIY1
FBgn0032770	Q9VIY0
FBgn0032771	Q9VIX9
FBgn0032772	Q9VIX8
FBgn0032773	Q9VIX7
FBgn0032774	Q9VIX6
FBgn0032775	Q9VIX4
FBgn0032779	Q9VIW9
FBgn0032780	Q9VIW8
FBgn0032781	Q9VIW7
FBgn0032782	Q9VIW6
FBgn0032783	Q9VIW5
FBgn0032785	Q8T9G7
FBgn0032787	Q9VIV9
FBgn0032788	Q9VIV8
FBgn0032789	Q7KT36
FBgn0032790	Q9VIV6
FBgn0032791	Q9VIV5
FBgn0032793	Q9VIV3
FBgn0032796	M9PBE1
FBgn0032797	B7YZX0
FBgn0032798	Q9VIU8
FBgn0032799	Q9VIU7
FBgn0032800	Q9VIU5
FBgn0032801	Q9VIU6
FBgn0032803	Q9VIU3
FBgn0032804	Q9VIU2
FBgn0032805	Q9VIU0
FBgn0032809	Q9VIT6
FBgn0032810	Q9VIT5
FBgn0032811	Q9VIT2
FBgn0032812	M9PBE2
FBgn0032813	Q9VIT0
FBgn0032814	Q9VIS9
FBgn0032815	Q9VIS7
FBgn0032816	Q8ST61
FBgn0032817	Q9VIS5
FBgn0032818	Q9I7M2
FBgn0032819	Q9VIS4
FBgn0032820	A0A0U1RVK6
FBgn0032821	Q9VIS1
FBgn0032822	Q9VIS0
FBgn0032824	Q9VIR7
FBgn0032827	Q7KT29
FBgn0032833	Q9VIQ8
FBgn0032834	Q9VIQ7
FBgn0032835	Q9VIQ6
FBgn0032836	Q9VIQ5
FBgn0032839	Q9VIQ1
FBgn0032840	Q9VIQ0
FBgn0032843	Q9VIP6
FBgn0032845	Q9VIP3
FBgn0032846	Q9VIP2
FBgn0032847	Q9VIP1
FBgn0032848	Q9VIP0
FBgn0032849	Q9VIN9
FBgn0032850	Q9V3B5
FBgn0032851	Q7KT25
FBgn0032853	Q9VIN6
FBgn0032856	Q9VIM8
FBgn0032857	A4V0X6
FBgn0032858	Q9VIM6
FBgn0032859	Q9VIM5
FBgn0032860	Q9VIM4
FBgn0032863	Q9I7L8
FBgn0032864	Q9VIM0
FBgn0032867	Q9VIL6
FBgn0032868	Q9VIL5
FBgn0032869	Q9VIL4
FBgn0032870	Q9VIL2
FBgn0032871	Q9VIL1
FBgn0032873	Q9VIK9
FBgn0032876	Q9VIK6
FBgn0032877	Q9VIK5
FBgn0032878	Q9VIK3
FBgn0032879	Q9VIK2
FBgn0032880	Q9VIK1
FBgn0032881	Q9VIK0
FBgn0032882	Q9VIJ9
FBgn0032883	Q8SWT2
FBgn0032884	Q9VIJ5
FBgn0032886	Q9VIJ3
FBgn0032888	Q9VIJ1
FBgn0032889	Q8SZU0
FBgn0032891	Q9VII8
FBgn0032894	Q8T4H6
FBgn0032895	Q9VII3
FBgn0032896	Q9VII2
FBgn0032897	Q9VII1
FBgn0032899	Q9VIH9
FBgn0032900	M9NDC5
FBgn0032901	Q9VIH7
FBgn0032907	Q9VIH0
FBgn0032908	Q7KT22
FBgn0032910	Q9VIG6
FBgn0032911	Q9I7L6
FBgn0032913	Q9VIG3
FBgn0032914	E1JHN0
FBgn0032916	Q9VIG0
FBgn0032919	Q9VIF6
FBgn0032921	Q95PE4
FBgn0032922	Q9VIF3
FBgn0032923	Q9VIF2
FBgn0032924	Q9VIF1
FBgn0032925	Q9VIF0
FBgn0032929	Q9VIE6
FBgn0032934	Q9VIE0
FBgn0032935	Q9VIE1
FBgn0032938	Q9VID5
FBgn0032940	Q9VID4
FBgn0032943	Q9VID1
FBgn0032945	Q9VIC9
FBgn0032946	M9PDX8
FBgn0032949	Q9V9S0
FBgn0032955	Q8IMF4
FBgn0032956	Q9V9R2
FBgn0032957	Q9V9R1
FBgn0032961	Q9V9Q4
FBgn0032964	Q9V9Q1
FBgn0032965	Q9V9P9
FBgn0032966	Q9V9P8
FBgn0032967	Q9V9P7
FBgn0032968	Q9V9P6
FBgn0032969	Q9V9P5
FBgn0032971	Q9V9P3
FBgn0032972	Q9V9P1
FBgn0032973	Q9V9P0
FBgn0032974	Q9V9N9
FBgn0032979	Q9V9N4
FBgn0032981	Q9V9N3
FBgn0032986	Q9V9M8
FBgn0032987	Q9V9M7
FBgn0032988	Q9V9M6
FBgn0032997	Q5LJP9
FBgn0033000	Q5LJQ3
FBgn0033005	Q9V9E3
FBgn0033010	Q8SX87
FBgn0033015	Q7K3G5
FBgn0033017	Q7JZ62
FBgn0033019	A1Z6E8
FBgn0033020	Q8T4H8
FBgn0033021	Q7K4Q5
FBgn0033027	Q7K860
FBgn0033028	Q7JWI7
FBgn0033029	Q7K126
FBgn0033031	A1Z6G9
FBgn0033032	A1Z6H0
FBgn0033033	Q7K5M0
FBgn0033038	A1Z6H6
FBgn0033041	Q9V9I2
FBgn0033042	Q1ECC3
FBgn0033043	Q9V9I4
FBgn0033047	Q0IGX4
FBgn0033048	Q8MS84
FBgn0033050	Q7KRR5
FBgn0033051	Q7KHK9
FBgn0033052	A1Z6J2
FBgn0033054	Q7JRB2
FBgn0033055	A1Z6J5
FBgn0033056	A1Z6J6
FBgn0033058	Q4V622
FBgn0033060	Q29QN4
FBgn0033061	Q8T3Z4
FBgn0033062	Q9V9K7
FBgn0033063	A0A0B4KES9
FBgn0033065	Q9V9L1
FBgn0033067	Q7JWF7
FBgn0033069	A1Z6K7
FBgn0033072	A1Z6K9
FBgn0033074	A1Z6L1
FBgn0033076	A1Z6L4
FBgn0033079	Q7K3U4
FBgn0033081	Q7JX41
FBgn0033085	Q4QPU3
FBgn0033086	Q8MLL3
FBgn0033087	A1Z6M8
FBgn0033088	Q7K0P4
FBgn0033089	Q4V5H1
FBgn0033090	A1Z6N3
FBgn0033092	Q0E9N4
FBgn0033093	A1Z6N5
FBgn0033095	Q8T043
FBgn0033096	Q7JZR2
FBgn0033097	A1Z6P0
FBgn0033100	Q8SYQ8
FBgn0033101	Q7JVH6
FBgn0033104	Q4V665
FBgn0033108	Q0E9N0
FBgn0033110	A1Z6Q3
FBgn0033112	A1Z6R3
FBgn0033113	A1Z6R4
FBgn0033115	Q8SZF4
FBgn0033117	Q7JUN9
FBgn0033121	Q9V979
FBgn0033122	Q7JQT8
FBgn0033124	Q9NB13
FBgn0033127	Q7K010
FBgn0033128	Q7JWP5
FBgn0033129	A1Z6T8
FBgn0033130	Q7JZW3
FBgn0033132	Q7K3Z2
FBgn0033133	A1Z6U3
FBgn0033134	Q7K527
FBgn0033135	Q7JYY8
FBgn0033136	Q7JZW7
FBgn0033137	A1Z6U7
FBgn0033138	A1Z6U8
FBgn0033139	Q1EC46
FBgn0033140	A0A0B4LEE2
FBgn0033141	Q4V3S3
FBgn0033145	A8DY51
FBgn0033149	Q7K2W2
FBgn0033153	A1Z6W5
FBgn0033154	A1Z6W6
FBgn0033155	Q7JVP4
FBgn0033158	A1Z6X0
FBgn0033159	Q0E9H9
FBgn0033160	Q7K3M5
FBgn0033164	A8DY52
FBgn0033165	A1Z6Y1
FBgn0033166	Q7JRJ1
FBgn0033167	A1Z6Y2
FBgn0033168	A1Z6Y3
FBgn0033169	Q7JX95
FBgn0033170	Q6XPX3
FBgn0033174	Q6NMT8
FBgn0033177	Q6NLL1
FBgn0033178	Q7JRM5
FBgn0033179	Q7K3Z3
FBgn0033183	A1Z6Z7
FBgn0033184	Q7K3V6
FBgn0033185	Q1LZ24
FBgn0033186	Q8MSB3
FBgn0033187	A1Z705
FBgn0033188	Q961L4
FBgn0033190	A1Z707
FBgn0033191	Q7JWD3
FBgn0033192	A1Z709
FBgn0033194	A1Z713
FBgn0033195	Q6NR22
FBgn0033196	Q7K1D7
FBgn0033199	Q7K4J7
FBgn0033202	Q9V4Q0
FBgn0033203	Q8MZG9
FBgn0033204	Q7JYX2
FBgn0033205	A1Z729
FBgn0033206	Q7K130
FBgn0033207	A1Z731
FBgn0033208	Q7JWG9
FBgn0033209	Q7JXE4
FBgn0033210	Q9V4Q8
FBgn0033212	A0A0B4KEE7
FBgn0033214	Q7JYK2
FBgn0033215	Q7K1C2
FBgn0033216	A1Z739
FBgn0033221	Q4V4P2
FBgn0033222	A8DY57
FBgn0033224	Q0E9G3
FBgn0033225	Q7JVG6
FBgn0033226	Q5U191
FBgn0033229	A1Z759
FBgn0033232	A1Z765
FBgn0033233	Q9V333
FBgn0033234	Q8MS66
FBgn0033235	Q7K3W2
FBgn0033236	Q7K0S1
FBgn0033238	Q7K049
FBgn0033240	A8DY65
FBgn0033241	Q0E9F9
FBgn0033243	Q7K035
FBgn0033244	A1Z782
FBgn0033246	A1Z784
FBgn0033247	Q7K2X8
FBgn0033248	A1Z787
FBgn0033249	Q7JVQ2
FBgn0033250	D0Z756
FBgn0033252	A0A0B4LFS0
FBgn0033257	Q7JZM1
FBgn0033258	Q7JQU5
FBgn0033259	Q6NP91
FBgn0033260	Q5BI50
FBgn0033261	A1Z7A5
FBgn0033264	Q7K0D8
FBgn0033265	A1Z7A8
FBgn0033266	Q7JVF1
FBgn0033268	Q7K084
FBgn0033271	Q7JRF9
FBgn0033272	Q7K519
FBgn0033273	Q7K5K0
FBgn0033274	Q4V5I9
FBgn0033275	Q7JRA5
FBgn0033277	A1Z7C5
FBgn0033278	A1Z7C7
FBgn0033279	Q7JWT0
FBgn0033280	Q7JRQ4
FBgn0033283	Q5BI51
FBgn0033285	Q4V3X2
FBgn0033286	Q8T8W0
FBgn0033287	Q7K2U6
FBgn0033289	B7YZU1
FBgn0033292	Q9V4T3
FBgn0033294	A1Z7E8
FBgn0033296	A1Z7F2
FBgn0033297	A1Z7F3
FBgn0033301	A0ZWY4
FBgn0033302	Q9V4U7
FBgn0033304	Q9V4U9
FBgn0033307	A1Z7G2
FBgn0033308	Q8MYV9
FBgn0033309	Q7K2N0
FBgn0033312	A1Z7G6
FBgn0033313	A1Z7G7
FBgn0033315	A1Z7G9
FBgn0033316	Q9V4W1
FBgn0033317	Q7JWR9
FBgn0033320	A1Z7H7
FBgn0033321	A1Z7H8
FBgn0033322	Q7JY68
FBgn0033323	Q8SZV0
FBgn0033324	A1Z7I1
FBgn0033326	A1Z7I2
FBgn0033327	C0HK98
FBgn0033330	A1Z7J0
FBgn0033337	A0A0B4KEH1
FBgn0033339	A0A0B4LEZ1
FBgn0033340	Q7K078
FBgn0033341	Q7K003
FBgn0033344	A1Z7K3
FBgn0033347	A1Z7K4
FBgn0033348	Q8SYP8
FBgn0033349	A1Z7K6
FBgn0033350	Q7JXC6
FBgn0033351	A1Z7K8
FBgn0033352	A1Z7K9
FBgn0033353	A1Z7L0
FBgn0033354	A1Z7L1
FBgn0033355	A1Z7L2
FBgn0033356	A1Z7L6
FBgn0033357	Q7K036
FBgn0033358	A1Z7M0
FBgn0033362	A8DY75
FBgn0033363	A1Z7M5
FBgn0033364	A1Z7M6
FBgn0033365	A1Z7M7
FBgn0033366	A1Z7M8
FBgn0033367	Q9V521
FBgn0033368	Q8MRD1
FBgn0033369	A1Z7N0
FBgn0033371	A1Z7N3
FBgn0033372	A0A0B4KEF7
FBgn0033373	A0A0B4KEG0
FBgn0033374	A1Z7N6
FBgn0033375	Q7JWW5
FBgn0033376	Q6NNB2
FBgn0033377	A1Z7P1
FBgn0033378	Q9V535
FBgn0033379	Q7KKH3
FBgn0033380	A1Z7P3
FBgn0033381	Q7JVI6
FBgn0033382	A1Z7Q7
FBgn0033387	B7YZU3
FBgn0033388	A1Z7R6
FBgn0033389	A1Z7R8
FBgn0033391	A1Z7S4
FBgn0033392	A1Z7S7
FBgn0033395	Q9V557
FBgn0033397	Q9V559
FBgn0033400	Q7K0K1
FBgn0033401	Q9V564
FBgn0033402	Q7K105
FBgn0033403	A1Z7T9
FBgn0033404	Q9V568
FBgn0033405	A1Z7U1
FBgn0033408	A1Z7U2
FBgn0033412	A1Z7U5
FBgn0033413	Q9V579
FBgn0033421	Q7JWH6
FBgn0033422	Q9V589
FBgn0033423	Q7K3X8
FBgn0033426	A1Z7V9
FBgn0033427	A1Z7W1
FBgn0033428	Q9V595
FBgn0033429	A1Z7W3
FBgn0033431	Q8MR45
FBgn0033434	Q7K1M4
FBgn0033437	A1Z7X8
FBgn0033438	Q8MPP3
FBgn0033439	Q7K2L4
FBgn0033440	A1Z7Y4
FBgn0033442	Q7JY31
FBgn0033443	Q7K330
FBgn0033446	A1Z7Z4
FBgn0033447	A1Z7Z9
FBgn0033448	Q7K568
FBgn0033449	Q4V6W8
FBgn0033450	A1Z802
FBgn0033451	A1Z803
FBgn0033453	A0A0B4LFY9
FBgn0033454	Q7JQT9
FBgn0033457	Q6NN40
FBgn0033458	Q7JZC5
FBgn0033459	Q7JUR5
FBgn0033460	A1Z813
FBgn0033461	A1Z815
FBgn0033463	A1Z814
FBgn0033464	Q7K3T3
FBgn0033467	Q4QQ01
FBgn0033468	A1Z823
FBgn0033469	A1Z824
FBgn0033471	Q7JZ37
FBgn0033473	A1Z830
FBgn0033474	A0A0B4LF16
FBgn0033475	Q7JW66
FBgn0033476	Q6NN55
FBgn0033479	A1Z838
FBgn0033480	Q7K0A0
FBgn0033481	Q7JQR2
FBgn0033482	A1Z843
FBgn0033483	Q8MUJ1
FBgn0033484	A1Z847
FBgn0033485	Q7K1Q7
FBgn0033486	Q7K2J4
FBgn0033490	Q4V3G1
FBgn0033491	Q7K1V0
FBgn0033494	A1Z856
FBgn0033497	Q0IGZ2
FBgn0033498	Q8T4G7
FBgn0033499	Q29QP5
FBgn0033500	A1Z863
FBgn0033501	A0A0B4LF44
FBgn0033502	Q7K2R1
FBgn0033504	A0A6M3QH40
FBgn0033507	Q7K0D3
FBgn0033508	A1Z875
FBgn0033512	Q7JWU6
FBgn0033515	A1Z882
FBgn0033516	A1Z884
FBgn0033518	Q7JX87
FBgn0033519	A0A0B4KEI1
FBgn0033520	A1Z892
FBgn0033521	A1Z893
FBgn0033523	A1Z897
FBgn0033524	Q9V5L3
FBgn0033526	A1Z898
FBgn0033527	Q8MKJ6
FBgn0033528	Q7JVK6
FBgn0033529	Q7K2L7
FBgn0033538	A8DY95
FBgn0033539	Q95RG8
FBgn0033540	Q7K4B3
FBgn0033541	A1Z8B1
FBgn0033542	Q8MS78
FBgn0033543	Q7JZB1
FBgn0033544	A1Z8B5
FBgn0033547	Q7JW07
FBgn0033548	Q9V5P6
FBgn0033549	A1Z8C0
FBgn0033550	Q7JV61
FBgn0033551	Q7K2B1
FBgn0033554	A1Z8C4
FBgn0033555	Q7KR04
FBgn0033556	Q9V5Q4
FBgn0033557	Q5U0X8
FBgn0033558	Q8SWZ1
FBgn0033564	A1Z8D1
FBgn0033566	A1Z8D5
FBgn0033569	Q7JW60
FBgn0033570	Q7JZK1
FBgn0033571	Q7JZF5
FBgn0033572	Q4V5R4
FBgn0033573	A1Z8E3
FBgn0033574	Q7K508
FBgn0033578	A1Z8E9
FBgn0033579	Q7JVS8
FBgn0033580	A1Z8F1
FBgn0033581	Q7K4G8
FBgn0033582	A0A0B4KEL2
FBgn0033584	A0A0B4LET0
FBgn0033587	A1Z8G1
FBgn0033588	A1Z8G2
FBgn0033589	A1Z8G3
FBgn0033590	Q7JWM4
FBgn0033591	Q7K0A3
FBgn0033592	A1Z8G6
FBgn0033593	A1Z8G7
FBgn0033594	A1Z8G8
FBgn0033597	A1Z8H1
FBgn0033598	Q7K0A2
FBgn0033599	A1Z8H3
FBgn0033600	A1Z8H4
FBgn0033601	A1Z8H5
FBgn0033602	A1Z8H6
FBgn0033603	A1Z8H7
FBgn0033605	A1Z8I0
FBgn0033607	Q1LZ08
FBgn0033608	Q6NP72
FBgn0033609	Q494G8
FBgn0033610	Q7JRP4
FBgn0033614	A1Z8I9
FBgn0033615	A1Z8J0
FBgn0033616	Q7K3E9
FBgn0033623	A1Z8J9
FBgn0033624	Q7JRC0
FBgn0033627	A1Z8K2
FBgn0033628	A1Z8K5
FBgn0033629	A1Z8K7
FBgn0033631	Q7JR71
FBgn0033633	A1Z8L3
FBgn0033635	D3DMU9
FBgn0033636	A8DYA3
FBgn0033638	Q7JXG9
FBgn0033639	A8DYA6
FBgn0033640	A1Z8N0
FBgn0033644	Q8MKK4
FBgn0033645	Q7JUW8
FBgn0033648	A1Z8N9
FBgn0033649	B9ZW35
FBgn0033650	A1Z8P1
FBgn0033651	A1Z8P2
FBgn0033652	Q6Q7I9
FBgn0033653	Q1WWB7
FBgn0033654	Q95TY2
FBgn0033656	Q7JZ56
FBgn0033657	Q5U154
FBgn0033658	A1Z8Q0
FBgn0033659	Q7KHI6
FBgn0033661	A8DYB0
FBgn0033663	Q3YMU0
FBgn0033665	Q8SWW2
FBgn0033667	A1Z8Q9
FBgn0033668	A1Z8R1
FBgn0033669	Q9V637
FBgn0033672	A1Z8R8
FBgn0033673	Q7JY99
FBgn0033677	Q7K0Q0
FBgn0033679	Q7K3N4
FBgn0033680	Q7JWU2
FBgn0033683	A1Z8T3
FBgn0033685	A1Z8T6
FBgn0033686	Q7K175
FBgn0033687	A1Z8T9
FBgn0033688	A1Z8U0
FBgn0033691	Q9V668
FBgn0033692	Q7JW27
FBgn0033693	A1Z8U7
FBgn0033696	Q9V675
FBgn0033697	Q9V676
FBgn0033698	Q9V677
FBgn0033699	Q0E9B6
FBgn0033701	Q4QPW4
FBgn0033702	A1Z8V2
FBgn0033703	A1Z8V3
FBgn0033705	A1Z8V5
FBgn0033706	A1Z8V7
FBgn0033708	A1Z8V9
FBgn0033710	Q7K3Y9
FBgn0033712	A0A384ZD34
FBgn0033713	Q0E9B5
FBgn0033715	A1Z8X0
FBgn0033716	E1JH43
FBgn0033717	Q7K2E1
FBgn0033720	A0A0B4KEL4
FBgn0033721	Q7JWN2
FBgn0033723	A1Z8Y4
FBgn0033724	A1Z8Y5
FBgn0033725	Q7JR69
FBgn0033726	A1Z8Y8
FBgn0033727	Q9V6A9
FBgn0033728	Q95RB2
FBgn0033729	A1Z8Z2
FBgn0033730	A1Z8Z3
FBgn0033731	A1Z8Z7
FBgn0033732	A1Z8Z8
FBgn0033733	A1Z8Z9
FBgn0033734	Q7K4T8
FBgn0033735	Q7K209
FBgn0033736	A1Z902
FBgn0033737	Q9V6B9
FBgn0033738	Q7JQI1
FBgn0033739	A8DYB7
FBgn0033740	Q7K4B4
FBgn0033741	A1Z909
FBgn0033742	A1Z910
FBgn0033744	E2QCM9
FBgn0033748	A1Z913
FBgn0033749	A1Z916
FBgn0033750	A1Z917
FBgn0033751	Q7K2X0
FBgn0033752	Q7K264
FBgn0033753	Q9V6D6
FBgn0033754	Q7JYV7
FBgn0033755	Q7JZ25
FBgn0033756	Q8MQV5
FBgn0033757	Q0E9A5
FBgn0033760	Q7K2W3
FBgn0033761	A1Z934
FBgn0033762	A1Z935
FBgn0033763	Q8SZ72
FBgn0033766	A0A0B4K859
FBgn0033767	Q0E9A0
FBgn0033769	Q8T0N5
FBgn0033770	A1Z949
FBgn0033773	Q1EC11
FBgn0033774	Q7JYV3
FBgn0033775	Q9V6H1
FBgn0033777	A0A0B4K769
FBgn0033778	Q961J5
FBgn0033781	Q7JWR4
FBgn0033782	Q7K0S9
FBgn0033783	A1Z971
FBgn0033784	Q8T8S1
FBgn0033785	Q7JQL2
FBgn0033787	Q7JZZ3
FBgn0033788	Q4V4H7
FBgn0033789	A1Z979
FBgn0033791	Q7JQT0
FBgn0033792	Q7JY04
FBgn0033793	Q7K2X4
FBgn0033794	Q7JYM7
FBgn0033798	E2QCN8
FBgn0033799	A1Z991
FBgn0033802	A0A0B4KEP6
FBgn0033806	Q7K0L8
FBgn0033807	Q7KY01
FBgn0033808	Q059A4
FBgn0033809	A0A0B4KFK6
FBgn0033810	A1Z9A2
FBgn0033812	Q7JRD4
FBgn0033813	A1Z9A5
FBgn0033814	Q7JQR3
FBgn0033815	Q0IGS7
FBgn0033816	A1Z9A8
FBgn0033817	Q7JYX0
FBgn0033818	A1Z9B0
FBgn0033819	A1Z9B2
FBgn0033820	Q7JRN6
FBgn0033821	A1Z9B5
FBgn0033826	A1Z9B8
FBgn0033827	A1Z9B9
FBgn0033828	Q4QPY0
FBgn0033830	Q7K4A8
FBgn0033834	A1Z9C4
FBgn0033836	Q5BIL9
FBgn0033842	Q7K284
FBgn0033844	A0A0B4K7Y4
FBgn0033845	Q7K3L1
FBgn0033846	A1Z9E2
FBgn0033848	A1Z9E4
FBgn0033850	A1Z9E8
FBgn0033851	A1Z9E9
FBgn0033853	Q6IDH2
FBgn0033855	Q7K275
FBgn0033856	A1Z9F8
FBgn0033859	A1Z9G2
FBgn0033860	A1Z9G3
FBgn0033861	A1Z9G4
FBgn0033862	A1Z9G6
FBgn0033863	A1Z9G7
FBgn0033864	A1Z9G8
FBgn0033865	A1Z9G9
FBgn0033866	A1Z9H0
FBgn0033867	Q7JZ94
FBgn0033868	Q500X4
FBgn0033869	Q7K2P1
FBgn0033871	A1Z9H7
FBgn0033872	Q7K188
FBgn0033873	Q7JYA0
FBgn0033874	Q7K0S6
FBgn0033875	A1Z9I0
FBgn0033876	Q7JYV2
FBgn0033879	Q7JR58
FBgn0033880	Q4V6B0
FBgn0033883	Q9V6U9
FBgn0033884	A1Z9I6
FBgn0033885	A1Z9J4
FBgn0033886	Q7K2G1
FBgn0033887	A1Z9J8
FBgn0033888	Q7K2Q5
FBgn0033889	A1Z9K0
FBgn0033890	Q494K2
FBgn0033891	Q7K1S1
FBgn0033893	Q4V6I0
FBgn0033897	A0A0B4KF25
FBgn0033899	A1Z9L5
FBgn0033900	Q7K3P0
FBgn0033901	Q9V6X7
FBgn0033902	Q7JVI3
FBgn0033903	Q7JZE8
FBgn0033904	A1Z9L9
FBgn0033905	A1Z9M0
FBgn0033906	A1Z9M2
FBgn0033907	Q9V6Y3
FBgn0033911	A1Z9M6
FBgn0033912	Q8T3U2
FBgn0033913	Q7K1L4
FBgn0033915	Q0E981
FBgn0033916	Q7JW61
FBgn0033917	Q7K561
FBgn0033918	Q7K0W1
FBgn0033919	Q0E980
FBgn0033921	A1Z9P1
FBgn0033924	Q5BIA9
FBgn0033925	Q7K4P0
FBgn0033926	Q7K1U0
FBgn0033928	Q7JV70
FBgn0033929	Q960E8
FBgn0033931	A1Z9Q6
FBgn0033932	A1Z9Q8
FBgn0033933	A1Z9Q9
FBgn0033934	Q4V6X9
FBgn0033935	Q9V719
FBgn0033936	A1Z9R1
FBgn0033942	Q7JZW0
FBgn0033943	A0A6M3QH83
FBgn0033945	Q4V4P1
FBgn0033948	A1Z9S8
FBgn0033949	Q5U1B0
FBgn0033950	A1Z9T0
FBgn0033951	Q7K5M2
FBgn0033952	Q7KGG1
FBgn0033953	Q8T465
FBgn0033954	A1Z9T6
FBgn0033955	A0A0B4LFF4
FBgn0033958	A1Z9U2
FBgn0033960	B7YZH1
FBgn0033961	Q6IDF5
FBgn0033963	Q7JWV5
FBgn0033968	Q7JVV8
FBgn0033969	A1Z9V3
FBgn0033970	A1Z9V4
FBgn0033971	A0A0B4KEQ7
FBgn0033972	Q7K1Y4
FBgn0033973	Q7K3N1
FBgn0033978	Q9V771
FBgn0033979	P82711
FBgn0033980	Q9V773
FBgn0033982	Q9V776
FBgn0033983	Q9V778
FBgn0033984	Q9V780
FBgn0033985	Q8SWZ6
FBgn0033987	Q7JQG5
FBgn0033988	Q9V785
FBgn0033989	Q9V784
FBgn0033990	Q7K2K2
FBgn0033993	Q4V3F5
FBgn0033994	Q7K3B9
FBgn0033995	Q3ZAN1
FBgn0033996	Q7K490
FBgn0033998	A0A0B4KER0
FBgn0033999	Q4V6L4
FBgn0034000	Q7K1H5
FBgn0034001	Q7JZM8
FBgn0034002	Q7K0W0
FBgn0034005	Q9V7A4
FBgn0034007	A1Z9Z7
FBgn0034008	Q9V7A7
FBgn0034009	Q5BI03
FBgn0034010	A1Z9Z9
FBgn0034011	Q8SZ23
FBgn0034012	A1ZA01
FBgn0034013	Q95TU8
FBgn0034021	A0A0B4LFF6
FBgn0034022	Q29QW0
FBgn0034023	A1ZA14
FBgn0034025	Q6WV20
FBgn0034027	Q7K1W5
FBgn0034029	A1ZA22
FBgn0034030	A1ZA23
FBgn0034031	A0A0B4K878
FBgn0034032	Q7K3M9
FBgn0034033	A1ZA28
FBgn0034035	Q8SXU3
FBgn0034045	A1ZA52
FBgn0034046	Q7K2Y9
FBgn0034047	A1ZA55
FBgn0034049	Q0E961
FBgn0034050	Q7JXE1
FBgn0034051	Q9NKV0
FBgn0034052	A1ZA64
FBgn0034053	Q9V7G5
FBgn0034054	Q8SXR5
FBgn0034057	Q7K3T4
FBgn0034058	Q7JZE1
FBgn0034059	A1ZA77
FBgn0034060	Q9V7H4
FBgn0034061	Q7K1Z5
FBgn0034062	Q4V5A5
FBgn0034063	Q0E960
FBgn0034065	Q29QQ9
FBgn0034066	A1ZA83
FBgn0034067	Q8MSU3
FBgn0034068	Q7JUP3
FBgn0034069	A1ZA86
FBgn0034070	A1ZA87
FBgn0034071	Q7K4L9
FBgn0034072	A0A0C4DHF6
FBgn0034073	A1ZA92
FBgn0034075	A0A0B4KFS5
FBgn0034076	A1ZA97
FBgn0034081	A1ZAA9
FBgn0034082	Q29QS8
FBgn0034083	A1ZAB1
FBgn0034084	Q7JVH0
FBgn0034085	A1ZAB3
FBgn0034086	Q7K1V1
FBgn0034087	A1ZAB5
FBgn0034091	A8DYF7
FBgn0034092	A1ZAB8
FBgn0034093	Q8MRB2
FBgn0034094	A1ZAC0
FBgn0034095	Q7JR82
FBgn0034096	A1ZAC2
FBgn0034097	Q7JYP8
FBgn0034098	A1ZAC4
FBgn0034099	Q8T419
FBgn0034103	Q7JWE4
FBgn0034104	Q4QPV3
FBgn0034105	A1ZAD2
FBgn0034106	A1ZAD3
FBgn0034109	Q7K231
FBgn0034110	A0A0B4KF86
FBgn0034113	A1ZAE2
FBgn0034114	Q8T092
FBgn0034117	Q7K127
FBgn0034118	Q7JXF5
FBgn0034120	Q4V6W7
FBgn0034121	A1ZAE9
FBgn0034122	A1ZAF4
FBgn0034126	A1ZAG1
FBgn0034127	Q7K3R0
FBgn0034128	A1ZAG3
FBgn0034129	A1ZAG4
FBgn0034131	A1ZAG7
FBgn0034132	Q7K5K9
FBgn0034135	A1ZAH3
FBgn0034136	Q7K4Y6
FBgn0034137	A1ZAH6
FBgn0034138	Q7JZW2
FBgn0034139	Q4V3U8
FBgn0034140	A0A0B4K762
FBgn0034141	A1ZAI1
FBgn0034142	Q960W6
FBgn0034143	A1ZAI3
FBgn0034144	Q8T0U2
FBgn0034145	A1ZAI5
FBgn0034151	A1ZAI8
FBgn0034152	Q6GUT7
FBgn0034153	Q6GUR9
FBgn0034154	A1ZAJ3
FBgn0034156	A1ZAJ4
FBgn0034157	Q9V7U0
FBgn0034158	Q0E949
FBgn0034159	A1ZAJ7
FBgn0034160	A0A0B4K7T3
FBgn0034162	Q7JYZ0
FBgn0034165	Q4V625
FBgn0034166	A1ZAL5
FBgn0034168	A1ZAL6
FBgn0034172	A1ZAM0
FBgn0034173	Q7JY07
FBgn0034175	A1ZAM7
FBgn0034176	Q7K172
FBgn0034177	Q7JZR5
FBgn0034179	Q7K161
FBgn0034180	A4UZL3
